partner_id,earnings_weekly,trip_count_monthly,avg_rating_last_90_days,cancellation_rate,zone,job_type,age,gender,rent_paid_last_12_months,utility_paid_last_12,app_logins_last_30_days,complaints_last_6_months,outstanding_loans
GIG662,7087.6,116,4.95,0.00978015655364167,Urban,Ride-sharing,52,Male,10,11,24,0,63198.842623044024
GIG663,5232.0,109,4.71,0.12922645792837656,Semi-Urban,Ride-sharing,40,Male,9,11,31,0,40050.52821732067
GIG664,7148.7,117,4.77,0.08911727473027506,Urban,Ride-sharing,44,Female,9,12,20,0,48930.844162457724
GIG665,7375.0,125,4.76,0.10698278665178168,Semi-Urban,Ride-sharing,53,Male,12,10,21,0,64985.89265730957
GIG666,4276.8,110,5.0,0.053716870462598314,Rural,Delivery,25,Male,10,10,34,0,51903.841324641406
GIG667,8623.042111305385,141,4.57,0.1700520109577122,Urban,Freelancer,55,Female,9,11,35,0,87701.39629572532
GIG668,9714.727015554745,130,4.78,0.09947908744927962,Urban,Freelancer,29,Male,8,9,30,0,96584.95448776051
GIG669,8143.200000000001,108,4.9,0.03323395039570607,Urban,Ride-sharing,43,Male,12,9,26,0,62941.089056945726
GIG670,6657.239059875495,128,4.81,0.07328016046977266,Rural,Freelancer,50,Female,12,9,31,0,76253.87302366894
GIG671,5289.654821130586,115,4.54,0.07217873475085432,Semi-Urban,Freelancer,26,Male,12,12,28,0,66589.67707956357
GIG672,11008.4,146,5.0,0.07448793260449847,Urban,Ride-sharing,53,Male,9,9,29,0,85053.19647317987
GIG673,7155.2,128,5.0,0.1241682810211419,Urban,Ride-sharing,43,Female,8,10,24,0,52964.186520372095
GIG674,6442.8,118,4.72,0.08461478317041633,Urban,Ride-sharing,42,Female,8,11,35,1,51167.29810126766
GIG675,7897.5,135,4.69,0.031556931439063705,Urban,Ride-sharing,31,Male,9,10,35,0,70798.00906845824
GIG676,6885.0,135,4.88,0.04930394481477429,Semi-Urban,Ride-sharing,40,Male,9,10,26,0,54300.91222399393
GIG677,4500.0,125,5.0,0.12931767695698104,Rural,Ride-sharing,28,Male,10,11,27,0,41629.77014123899
GIG678,5548.8,136,4.9,0.10301725402522473,Rural,Ride-sharing,44,Male,10,12,28,1,59844.75845652189
GIG679,5428.0,115,4.99,0.1908332755018793,Rural,Ride-sharing,24,Male,11,10,20,0,48428.718104255684
GIG680,5969.6,112,4.86,0.08837686902228753,Urban,Ride-sharing,27,Male,11,9,29,1,46241.22839241643
GIG681,7633.28414994778,109,4.59,0.12092672165912789,Urban,Freelancer,34,Male,12,9,18,1,86894.31281887328
GIG682,4198.320000000001,119,4.76,0.0895315036300158,Rural,Delivery,34,Female,9,11,42,0,41887.71785661695
GIG683,7675.13528016647,124,4.9,0.02392515456036432,Urban,Freelancer,22,Female,11,10,25,0,72378.3412531258
GIG684,8603.01,129,4.39,0.18210744116940217,Urban,Delivery,57,Male,12,12,32,0,68897.55047772183
GIG685,4865.400000000001,106,4.91,0.10830531081952915,Semi-Urban,Delivery,45,Female,11,12,32,0,40183.218806009645
GIG686,5295.829690339806,103,4.75,0.17743604610382116,Rural,Freelancer,36,Male,12,11,28,0,53989.448494371514
GIG687,5307.12,108,4.82,0.11811882531264023,Urban,Delivery,33,Male,8,12,31,0,39128.88474238572
GIG688,4573.8,121,5.0,0.0765524124178825,Semi-Urban,Delivery,20,Male,8,10,31,0,31512.08384560087
GIG689,9500.4,126,4.95,0.17237960145715395,Urban,Ride-sharing,49,Male,11,10,30,0,78733.87340293646
GIG690,6363.63,111,5.0,0.09894897357143433,Urban,Delivery,54,Male,10,10,31,0,58008.225616970376
GIG691,4746.0,113,4.77,0.30186772513469573,Semi-Urban,Ride-sharing,30,Female,8,9,27,0,38612.760239727744
GIG692,7850.7,122,4.63,0.17203014422102064,Urban,Delivery,33,Female,12,9,22,0,64010.33440999659
GIG693,4356.0,110,5.0,0.02436419071265067,Rural,Delivery,49,Female,10,10,36,0,40963.07558947461
GIG694,4206.6,114,4.44,0.2146120338290195,Semi-Urban,Delivery,38,Male,8,9,44,0,35931.03455044298
GIG695,6279.0,105,4.96,0.09059975586262826,Urban,Ride-sharing,59,Male,11,11,21,0,53168.96693208777
GIG696,6493.5,111,5.0,0.06390223548372258,Urban,Delivery,38,Male,9,11,27,0,57480.28576147322
GIG697,8855.6,131,4.94,0.1088647712935532,Urban,Ride-sharing,32,Male,10,12,32,0,69743.66882719239
GIG698,6930.0,126,4.29,0.14057859178920218,Semi-Urban,Ride-sharing,35,Male,10,10,30,0,57900.0202705148
GIG699,8663.2,136,4.46,0.058799643019049046,Urban,Ride-sharing,45,Male,10,10,30,0,69821.80829349543
GIG700,3180.7996937328508,114,4.61,0.011239440774953957,Rural,Freelancer,36,Male,10,10,25,0,37611.30739707707
GIG701,4474.8,113,4.59,0.12773172754385578,Semi-Urban,Delivery,36,Male,9,12,32,0,37208.390224479794
GIG702,4057.2000000000003,115,4.3,0.36158485010062336,Rural,Delivery,27,Male,11,12,33,1,31608.371804960614
GIG703,6192.0,129,5.0,0.02183040548981548,Semi-Urban,Ride-sharing,52,Female,8,10,32,0,45502.147739987406
GIG704,5339.252959686345,110,4.7,0.10961714216769505,Semi-Urban,Freelancer,24,Female,8,10,26,0,54862.11583031234
GIG705,6942.78,129,4.76,0.09435321775012197,Urban,Delivery,41,Female,11,12,38,0,53115.0331544795
GIG706,5660.460000000001,118,5.0,0.03670894662810953,Urban,Delivery,33,Male,9,12,30,0,38694.851551396656
GIG707,4369.04538429668,122,4.61,0.12756932646886399,Rural,Freelancer,27,Male,8,9,37,0,59206.48099511133
GIG708,5756.400000000001,108,4.7,0.128268895372789,Urban,Ride-sharing,34,Female,11,10,30,0,37980.3183251758
GIG709,4736.160000000001,143,4.12,0.3606271900834944,Rural,Delivery,38,Female,11,10,39,0,43227.492852027885
GIG710,5896.8,112,5.0,0.013007336540736148,Urban,Delivery,24,Female,8,11,38,0,52392.99472771227
GIG711,7395.5700000000015,129,5.0,0.1394401558540235,Urban,Delivery,41,Female,10,11,29,0,59395.618018354595
GIG712,5914.8,124,4.42,0.19199450782211164,Semi-Urban,Delivery,42,Female,9,9,24,0,45143.1369988207
GIG713,7223.580000000001,126,5.0,0.029937111071746257,Urban,Delivery,49,Male,8,11,28,0,65462.689030519294
GIG714,5512.576072401578,112,4.7,0.02637575782012119,Semi-Urban,Freelancer,40,Female,11,9,34,0,65465.72880286675
GIG715,6396.0,120,4.52,0.17220974326654886,Urban,Ride-sharing,24,Female,11,12,28,0,43152.103820643955
GIG716,6795.360000000001,121,4.64,0.09539088479691882,Urban,Delivery,46,Female,8,11,27,0,52972.28067816833
GIG717,7464.6,116,4.72,0.20569645890437896,Urban,Delivery,38,Male,9,10,26,0,62256.861455273
GIG718,9055.800000000001,129,4.93,0.05612491495990685,Urban,Ride-sharing,24,Female,10,11,22,0,71307.03435502219
GIG719,4220.216279799404,131,4.86,0.09204483473779289,Rural,Freelancer,55,Female,10,11,29,0,44352.54660044275
GIG720,6077.0,103,4.24,0.20194383566844246,Semi-Urban,Ride-sharing,42,Male,8,11,24,0,52535.822869581214
GIG721,6712.138427526804,106,4.46,0.13881729146682328,Urban,Freelancer,20,Male,9,11,41,0,71638.70678116058
GIG722,4554.0,115,4.8,0.22297613363632074,Rural,Delivery,36,Female,11,12,31,0,46534.0068150218
GIG723,5116.218765411182,113,4.91,0.05456008747694551,Urban,Freelancer,34,Male,12,10,22,0,42124.825709732184
GIG724,5945.9400000000005,121,4.45,0.11290234567440324,Urban,Delivery,48,Female,10,9,34,0,40759.14484768185
GIG725,6488.820000000001,118,4.12,0.4129918927014759,Urban,Delivery,31,Male,12,11,26,0,52124.04637229222
GIG726,6835.7769243506755,132,5.0,0.05110169688968793,Semi-Urban,Freelancer,54,Male,8,10,38,0,77761.64837948706
GIG727,6160.05,117,4.77,0.05245922005052243,Urban,Delivery,20,Female,9,9,36,1,44149.1881234855
GIG728,6289.92,112,5.0,0.18475463512999446,Urban,Delivery,53,Female,9,9,25,0,51817.71988668963
GIG729,5742.0,116,4.71,0.09878867657125899,Semi-Urban,Delivery,54,Male,12,12,36,0,45510.53919823242
GIG730,5185.8,134,4.61,0.20128191644487967,Semi-Urban,Delivery,35,Male,12,10,39,0,41093.446020155905
GIG731,3835.2000000000003,102,5.0,0.06851474894867081,Rural,Ride-sharing,26,Male,8,12,40,0,31657.318072031616
GIG732,5292.0,126,4.47,0.22576675601356863,Semi-Urban,Ride-sharing,52,Male,8,9,26,1,36000.49219299081
GIG733,4050.0,125,4.82,0.09250928379672682,Rural,Delivery,44,Female,9,12,34,0,44036.48552855672
GIG734,8469.630000000001,127,4.72,0.19886876560066474,Urban,Delivery,46,Male,12,11,25,0,71833.66083404508
GIG735,9048.0,120,4.99,0.07371524224514119,Urban,Ride-sharing,42,Male,9,10,23,0,64289.887140067796
GIG736,5685.12,141,4.84,0.025479412868778244,Rural,Delivery,44,Female,12,10,33,0,51997.203548310965
GIG737,4958.324151487932,150,4.86,0.030527831782909222,Semi-Urban,Freelancer,38,Male,11,9,22,0,45122.89762595186
GIG738,8601.159837134737,128,4.61,0.1461122117009505,Urban,Freelancer,59,Female,8,9,38,0,100528.7806918355
GIG739,8060.0,124,5.0,0.03164003184594588,Urban,Ride-sharing,23,Male,12,11,33,0,57748.619383840705
GIG740,4472.0,104,4.94,0.07799568673521085,Semi-Urban,Ride-sharing,55,Female,11,11,27,0,37369.41076614731
GIG741,6902.0,119,4.66,0.06790660260246424,Semi-Urban,Ride-sharing,46,Male,10,9,22,0,56730.47631271466
GIG742,5047.741164655874,106,4.51,0.16471778367154374,Urban,Freelancer,36,Female,8,11,21,0,41276.11735969481
GIG743,6549.0,111,4.8,0.024162162938727957,Semi-Urban,Ride-sharing,49,Male,12,12,29,0,57012.05528628586
GIG744,6814.08,112,4.96,0.06633725314408832,Urban,Delivery,42,Male,12,12,29,0,51251.30748448343
GIG745,5784.48,103,5.0,0.016565723272081563,Urban,Delivery,38,Male,10,12,38,0,47589.09068396757
GIG746,7766.2,103,4.47,0.1455618545393888,Urban,Ride-sharing,31,Female,11,11,27,1,49844.064433788015
GIG747,7378.8,132,5.0,0.039706560652588936,Urban,Ride-sharing,29,Male,9,9,28,0,48526.255660996
GIG748,6739.2,120,4.68,0.22172706712466173,Urban,Delivery,20,Male,8,10,20,0,47303.97059960264
GIG749,6187.5,125,4.43,0.20074314039514338,Semi-Urban,Delivery,22,Male,11,9,28,0,50999.057879967106
GIG750,5210.579169683791,127,4.82,0.1108659295501263,Semi-Urban,Freelancer,59,Male,9,11,33,0,60271.906829841246
GIG751,5616.8,119,4.48,0.1442458233979467,Rural,Ride-sharing,20,Male,9,11,35,0,52365.760844410244
GIG752,5676.0,132,4.69,0.205167406200954,Semi-Urban,Ride-sharing,20,Male,12,10,35,0,50501.52248760674
GIG753,4622.400000000001,107,4.59,0.22478610300655708,Semi-Urban,Delivery,57,Female,11,9,22,0,37128.56467280749
GIG754,8966.1,121,5.0,0.03387003869099643,Urban,Ride-sharing,58,Male,12,11,31,0,82233.44298625886
GIG755,7160.400000000001,120,4.95,0.04950915380236306,Urban,Delivery,29,Male,10,11,28,0,60528.93860535211
GIG756,4838.400000000001,108,4.98,0.12983393828635054,Rural,Ride-sharing,32,Male,8,12,34,1,43456.49145114184
GIG757,7093.214947360743,131,4.95,0.07557044288374186,Rural,Freelancer,53,Male,9,11,23,0,90287.71812918983
GIG758,5720.0,100,5.0,0.061326756852567,Urban,Ride-sharing,36,Male,9,11,32,0,42348.18439904374
GIG759,6656.0,128,4.74,0.06848891423424949,Urban,Ride-sharing,38,Male,10,11,40,0,52301.66884531596
GIG760,6402.240000000001,114,5.0,0.009545464147194411,Urban,Delivery,21,Female,11,9,30,0,57599.23993936778
GIG761,5754.6,139,4.35,0.08085856543512737,Semi-Urban,Delivery,53,Male,10,12,31,0,49084.34948106221
GIG762,6115.2,98,5.0,0.046727200717805874,Urban,Ride-sharing,42,Female,8,10,33,0,40919.822501787945
GIG763,6697.08,108,4.87,0.049355559652942506,Urban,Delivery,27,Male,12,12,36,0,51809.394856250656
GIG764,7771.400000000001,122,4.65,0.06672774086599674,Urban,Ride-sharing,50,Male,12,11,26,0,67173.38338648346
GIG765,4512.0,120,4.86,0.12775176758878698,Rural,Ride-sharing,48,Male,12,9,32,0,53231.312788091665
GIG766,6378.84,116,4.96,0.03352540482155966,Urban,Delivery,33,Female,12,12,42,0,52489.983009172574
GIG767,6084.0,130,4.69,0.18684044297189742,Semi-Urban,Delivery,33,Female,11,10,37,0,51364.09399748135
GIG768,5250.0,105,4.85,0.04027315393964502,Semi-Urban,Ride-sharing,35,Male,10,10,28,0,44776.9943032587
GIG769,6563.7,110,4.5,0.12031038319091836,Urban,Delivery,24,Male,8,9,31,0,51878.35926125206
GIG770,4802.587642576087,118,4.8,0.07766561709653401,Semi-Urban,Freelancer,30,Male,8,9,26,0,50510.74122860965
GIG771,7393.1,121,5.0,0.07518741941138284,Urban,Ride-sharing,53,Male,9,10,26,1,60689.661997574156
GIG772,6490.0,118,4.43,0.2891857847544191,Semi-Urban,Ride-sharing,28,Male,10,12,30,1,44220.4654851727
GIG773,7035.6,132,4.87,0.07392275474216456,Urban,Ride-sharing,56,Female,10,9,37,0,59976.79224530269
GIG774,6265.8,118,4.78,0.15247790753312274,Semi-Urban,Delivery,29,Male,9,11,25,0,51856.82509357276
GIG775,6223.81527248174,112,4.65,0.1744704193420557,Urban,Freelancer,43,Male,8,12,36,0,54857.50002747708
GIG776,6750.298325061326,118,5.0,0.043852628879689,Urban,Freelancer,45,Female,8,12,25,0,63614.664605333746
GIG777,6771.6,132,4.72,0.17652421619337358,Semi-Urban,Delivery,35,Female,11,11,25,0,47342.4675008173
GIG778,7945.26667479936,128,4.91,0.07618145410919758,Urban,Freelancer,48,Male,9,10,34,0,90608.42251324984
GIG779,4161.6,102,5.0,0.05110817481505342,Rural,Ride-sharing,23,Male,12,12,29,0,40760.16853974122
GIG780,4576.5,113,4.82,0.18478506596860292,Semi-Urban,Delivery,55,Male,12,9,28,0,35303.09638828647
GIG781,5294.7,111,4.7,0.06414694620588729,Semi-Urban,Delivery,43,Male,9,10,28,0,43194.02383603928
GIG782,4416.0,120,4.36,0.22586433567299644,Rural,Ride-sharing,34,Female,12,11,36,0,32053.173475716845
GIG783,3507.8400000000006,116,4.87,0.07056188041923646,Rural,Delivery,31,Female,9,12,31,0,40115.46349466984
GIG784,5808.0,121,4.47,0.14829437789384406,Semi-Urban,Ride-sharing,42,Male,8,11,31,0,50078.98467312162
GIG785,5296.5,107,4.68,0.24046441885409917,Semi-Urban,Delivery,54,Male,8,9,25,0,42260.45730543784
GIG786,5674.466872951003,124,4.77,0.12582645851947655,Semi-Urban,Freelancer,55,Male,8,11,26,0,57876.229887530775
GIG787,4820.8,131,5.0,0.13322560571745173,Rural,Ride-sharing,30,Male,8,10,32,0,45242.799888639565
GIG788,6606.6,121,4.83,0.04554149853570486,Urban,Ride-sharing,39,Female,9,9,28,0,55987.520818015895
GIG789,6700.891276814631,141,4.62,0.18460174964350978,Urban,Freelancer,52,Female,8,9,38,0,74789.82739923614
GIG790,6661.2,122,4.36,0.10250819427859849,Urban,Ride-sharing,37,Male,10,12,36,2,47592.362912372264
GIG791,3790.8,117,4.99,0.08011741625707411,Rural,Delivery,42,Female,9,10,39,0,34434.815020823284
GIG792,8954.4,123,4.73,0.046274756886267567,Urban,Ride-sharing,40,Male,9,12,28,0,63324.02364009453
GIG793,7757.762703221381,127,5.0,0.04606453000486581,Semi-Urban,Freelancer,33,Female,8,9,25,0,84432.93750030834
GIG794,5990.400000000001,128,5.0,0.02474715617842429,Semi-Urban,Delivery,48,Female,8,11,22,0,48012.36127264879
GIG795,7076.0,122,4.88,0.12958629987184292,Semi-Urban,Ride-sharing,35,Male,12,10,25,1,55653.07095761014
GIG796,6204.987223838119,122,4.84,0.10783029137308055,Semi-Urban,Freelancer,41,Female,12,9,35,0,71960.26433503196
GIG797,7410.931187676192,103,4.95,0.1212986206403872,Semi-Urban,Freelancer,45,Male,10,11,24,1,70893.77692603669
GIG798,6534.0,121,4.8,0.11355126972918902,Semi-Urban,Ride-sharing,54,Male,8,11,26,0,55364.036078720674
GIG799,8369.597994072454,122,5.0,0.03485263588582561,Urban,Freelancer,53,Female,10,12,35,0,91807.33848122155
GIG800,4248.0,118,4.9,0.052863120920966324,Semi-Urban,Delivery,36,Male,12,10,28,0,37940.74565396684
GIG801,7586.796891835118,119,4.73,0.07221904082014732,Urban,Freelancer,24,Female,9,10,27,0,67422.4543161524
GIG802,6942.78,129,4.78,0.16660008950278943,Urban,Delivery,23,Female,8,10,27,0,49856.12179798841
GIG803,5046.244076903579,119,4.72,0.1432162507312809,Semi-Urban,Freelancer,42,Female,9,11,32,0,46918.75427389826
GIG804,7420.0,140,4.88,0.08564793602662124,Semi-Urban,Ride-sharing,43,Male,8,12,36,0,62649.20003244505
GIG805,4800.0,120,4.79,0.05009553024477554,Semi-Urban,Ride-sharing,59,Male,8,9,27,0,39248.46578985642
GIG806,6818.76,124,4.56,0.14340794014914096,Urban,Delivery,46,Female,8,9,30,0,61828.61464118146
GIG807,6757.400000000001,113,4.92,0.09987138372413856,Urban,Ride-sharing,58,Female,10,11,23,0,47197.90273795104
GIG808,7399.080000000001,124,4.77,0.04389621017723465,Urban,Delivery,38,Female,10,10,31,0,59448.65955286983
GIG809,6566.040000000001,122,4.55,0.03075672472470224,Urban,Delivery,39,Female,8,12,28,0,56427.18405201564
GIG810,4551.12,129,4.84,0.11673893402358004,Rural,Delivery,20,Female,10,9,24,0,52578.171549741564
GIG811,5945.9400000000005,121,4.96,0.15482354355060063,Urban,Delivery,21,Male,12,12,24,0,52302.878442147994
GIG812,4500.0,125,5.0,0.07176996764006006,Rural,Delivery,38,Male,8,12,29,0,39355.628324240126
GIG813,7028.1,137,4.4,0.005928803265857319,Semi-Urban,Delivery,28,Female,11,12,39,0,54798.82762654108
GIG814,4746.0,113,4.67,0.13942312502204407,Semi-Urban,Ride-sharing,26,Male,9,10,28,1,45246.30201571444
GIG815,4510.0,110,4.99,0.09093724028592705,Semi-Urban,Ride-sharing,48,Male,11,11,27,0,37048.99356883546
GIG816,5457.511079554497,103,4.45,0.1950381522812464,Semi-Urban,Freelancer,56,Male,12,10,29,0,52577.012394362086
GIG817,4068.0,113,4.33,0.1278864730779029,Semi-Urban,Delivery,33,Female,10,10,21,0,28976.63790519328
GIG818,4500.0,125,4.17,0.22545055524086477,Rural,Ride-sharing,44,Male,9,11,30,1,50588.11595770901
GIG819,6708.0,120,4.8,0.1086061813902849,Urban,Ride-sharing,39,Female,10,10,28,0,48177.29288088091
GIG820,4212.0,117,4.93,0.12556745125163724,Semi-Urban,Delivery,58,Female,12,11,28,0,21850.878442093745
GIG821,9127.300000000001,119,4.94,0.07837374435857133,Urban,Ride-sharing,39,Male,10,12,31,0,76720.50607023877
GIG822,7820.053912366481,108,4.5,0.10684584929588385,Urban,Freelancer,22,Male,8,9,27,0,68857.4390980166
GIG823,8087.8850835172925,111,5.0,0.022200228834642365,Urban,Freelancer,38,Male,9,10,33,0,84777.15353004982
GIG824,4059.0,110,5.0,0.20861739416358258,Semi-Urban,Delivery,26,Male,12,10,42,0,41644.045842507236
GIG825,5488.0,98,4.52,0.14589279225572027,Semi-Urban,Ride-sharing,34,Male,8,11,29,0,47977.019916553174
GIG826,6383.52,124,4.87,0.0790345422223302,Urban,Delivery,36,Male,8,11,39,0,52827.493099869105
GIG827,7862.400000000001,112,5.0,0.019393187331816848,Urban,Ride-sharing,33,Female,10,9,37,0,63807.015683176454
GIG828,6681.562918107002,106,4.87,0.22377740736709043,Urban,Freelancer,48,Male,11,12,25,0,79408.65808048863
GIG829,4819.549788157779,99,4.61,0.14705785887765438,Semi-Urban,Freelancer,52,Female,12,11,24,0,39427.199640099956
GIG830,7279.2963605737605,120,5.0,0.13179752953637638,Semi-Urban,Freelancer,58,Female,10,11,34,0,67384.80387139945
GIG831,6614.400000000001,106,4.91,0.08707712557335683,Urban,Ride-sharing,21,Male,9,12,31,0,46489.59250717689
GIG832,6439.0,137,4.87,0.06414244158066908,Semi-Urban,Ride-sharing,33,Female,12,10,25,0,55272.23191809415
GIG833,5248.0,128,4.89,0.1087556632834536,Semi-Urban,Ride-sharing,58,Male,11,12,25,0,38730.031724657696
GIG834,6475.95,123,4.86,0.04155574224747357,Urban,Delivery,23,Male,12,9,26,0,46558.75415361399
GIG835,5217.03,91,5.0,0.04864337121614858,Urban,Delivery,44,Female,12,12,31,0,36264.31499313886
GIG836,7503.6,111,4.68,0.27207387100062996,Urban,Ride-sharing,54,Male,9,10,34,0,60459.97437648598
GIG837,6129.5,115,4.83,0.051497525294394955,Urban,Ride-sharing,21,Male,12,12,33,0,47165.336592544816
GIG838,6566.040000000001,122,4.42,0.1251722546465778,Urban,Delivery,51,Female,12,10,22,0,54003.939181514215
GIG839,7722.0,110,4.86,0.11352124149323796,Urban,Ride-sharing,55,Male,8,10,26,0,64937.19219670873
GIG840,4536.0,126,4.9,0.045187230069708116,Rural,Ride-sharing,33,Female,10,12,37,0,42130.37121279793
GIG841,3268.870833331954,116,4.99,0.14291360933509498,Rural,Freelancer,47,Female,10,11,31,0,58666.14396200895
GIG842,4140.0,115,4.62,0.14031342273190275,Semi-Urban,Delivery,20,Male,9,11,40,0,27698.39672318263
GIG843,3688.895934760652,108,4.91,0.07558807926619383,Rural,Freelancer,31,Female,12,9,23,0,50121.18984720966
GIG844,6743.7,127,4.45,0.0812500277121308,Semi-Urban,Delivery,50,Female,8,9,35,0,52283.47006318799
GIG845,6465.791816385351,115,5.0,0.032897349575843275,Rural,Freelancer,54,Male,8,10,34,0,70443.16687687744
GIG846,6136.0,118,4.56,0.24293176674788353,Urban,Ride-sharing,32,Male,9,11,30,0,44075.17575001222
GIG847,8845.2,140,4.56,0.23787681419558554,Urban,Delivery,41,Female,8,10,32,0,64448.38557479724
GIG848,8881.6,122,4.63,0.22710034087197653,Urban,Ride-sharing,45,Female,12,9,27,0,75112.71926317009
GIG849,4384.0,137,4.43,0.2224876283135443,Rural,Ride-sharing,28,Male,9,11,22,0,33317.87378416642
GIG850,5636.368035332625,103,4.85,0.14297994717178256,Urban,Freelancer,54,Female,12,9,32,0,46246.56957120835
GIG851,4371.84,132,5.0,0.0418298826291508,Rural,Delivery,33,Male,11,11,33,0,43019.9500996131
GIG852,7223.580000000001,126,5.0,0.051830456544054944,Urban,Delivery,56,Male,12,12,27,0,64965.07932759261
GIG853,8920.6,146,4.38,0.20657287376776406,Urban,Ride-sharing,50,Male,10,9,26,0,76475.85571344585
GIG854,6982.3,131,4.63,0.09165246495770843,Urban,Ride-sharing,33,Female,9,10,34,0,59860.96019949927
GIG855,7690.8,116,4.97,0.039052236492974984,Urban,Ride-sharing,28,Female,9,9,36,0,54844.44754575989
GIG856,7546.5,135,4.59,0.1973571193068094,Urban,Ride-sharing,45,Female,10,12,37,0,62875.24778268754
GIG857,6549.613486550106,115,4.71,0.021820446558910394,Semi-Urban,Freelancer,55,Female,9,9,22,0,70513.94207902471
GIG858,7757.1,130,4.9,0.08305859817162438,Urban,Delivery,39,Male,10,12,28,0,60624.69702508721
GIG859,4134.0290343882225,100,4.49,0.08885416732620978,Semi-Urban,Freelancer,30,Male,10,9,32,0,42427.651515397345
GIG860,10817.300000000001,157,4.89,0.2798656520191306,Urban,Ride-sharing,48,Male,10,12,28,0,84268.75392264486
GIG861,9055.800000000001,129,5.0,0.0781756000600346,Urban,Ride-sharing,45,Female,11,9,26,0,70941.94669588408
GIG862,3986.6400000000003,113,4.61,0.21535880783877892,Rural,Delivery,24,Female,9,9,27,0,30910.43643928824
GIG863,5352.4800000000005,126,4.94,0.08079809049224516,Rural,Delivery,38,Male,11,10,27,0,56004.11868444418
GIG864,5896.8,108,4.12,0.34361006605081723,Urban,Ride-sharing,47,Male,11,11,34,0,54254.08157564472
GIG865,3006.7200000000003,87,4.88,0.05060862796847957,Rural,Delivery,33,Male,12,9,24,0,37339.487839522764
GIG866,3960.0,110,5.0,0.09597377242039933,Semi-Urban,Delivery,23,Male,8,10,22,0,28446.751570505778
GIG867,6447.416930417101,139,5.0,0.02537866605268133,Semi-Urban,Freelancer,32,Male,11,11,28,0,66756.01617113999
GIG868,5114.046637583316,121,4.82,0.064869241020527,Semi-Urban,Freelancer,49,Male,9,12,28,0,55243.47008808269
GIG869,5984.55,93,4.75,0.07877642633486354,Urban,Delivery,51,Male,9,11,33,0,45609.08674815315
GIG870,5835.960000000001,116,4.89,0.1340230230829797,Urban,Delivery,33,Male,10,9,32,0,54479.600059403914
GIG871,7254.0,124,4.68,0.06111175370193975,Urban,Delivery,51,Male,11,12,26,0,66783.68354736426
GIG872,5821.496847810411,117,4.68,0.12482605652722742,Semi-Urban,Freelancer,30,Female,11,9,25,0,59872.89029365459
GIG873,5337.171976513543,127,4.59,0.1575562166208634,Rural,Freelancer,52,Male,12,12,31,0,57808.15349662594
GIG874,6733.8,129,4.79,0.15108226433457636,Semi-Urban,Delivery,23,Male,9,10,34,0,57110.79005606753
GIG875,3715.2000000000003,108,4.62,0.26944482946040454,Rural,Ride-sharing,51,Male,11,11,31,0,41996.68302948708
GIG876,4760.0,119,5.0,0.061339950822081386,Semi-Urban,Ride-sharing,54,Female,8,10,32,0,38437.88272148364
GIG877,5289.6,114,4.4,0.40091992943984905,Rural,Ride-sharing,48,Female,11,10,25,1,53790.31302786088
GIG878,5896.8,126,4.92,0.03465317913165457,Semi-Urban,Delivery,44,Female,9,10,30,0,46713.815810381755
GIG879,8428.216442613219,135,4.91,0.07244236658351551,Urban,Freelancer,30,Male,12,10,38,0,88401.94104704057
GIG880,9500.4,126,4.79,0.029585496596391068,Urban,Ride-sharing,58,Female,9,11,28,1,67352.08936927257
GIG881,7488.0,120,4.66,0.0542574700459438,Urban,Ride-sharing,22,Male,12,12,33,0,58814.245468782305
GIG882,5247.0,99,4.73,0.08745216133007536,Semi-Urban,Ride-sharing,47,Male,10,12,20,0,40774.00762155795
GIG883,8736.0,120,4.52,0.22590518457339778,Urban,Ride-sharing,28,Female,11,9,20,0,72590.20743651265
GIG884,6715.8,126,4.96,0.08594295186253313,Urban,Ride-sharing,57,Female,12,12,30,0,63056.006203063385
GIG885,4068.0,113,4.8,0.0743739548496334,Rural,Ride-sharing,44,Female,10,10,27,0,43147.73525556381
GIG886,5610.0,102,4.48,0.11245883294154815,Semi-Urban,Ride-sharing,34,Female,12,12,26,0,43679.563400164
GIG887,6396.0,123,5.0,0.10722801743068548,Semi-Urban,Ride-sharing,41,Male,8,9,45,0,51826.75054873646
GIG888,3960.0,100,4.56,0.11536394818726227,Semi-Urban,Delivery,46,Male,9,12,38,0,29289.600483150425
GIG889,6697.08,108,5.0,0.027142110040396763,Urban,Delivery,54,Male,11,10,28,0,55368.57306564087
GIG890,4704.0,112,4.75,0.06862850679770438,Semi-Urban,Ride-sharing,26,Female,12,10,36,0,41550.09915270415
GIG891,6739.2,120,4.8,0.03932205980433165,Urban,Delivery,38,Female,9,10,37,0,48655.86220829919
GIG892,7014.706393253206,104,4.85,0.028165439171762074,Urban,Freelancer,53,Female,10,10,31,0,73466.44566272343
GIG893,4480.0,140,4.85,0.05197829498442221,Rural,Ride-sharing,29,Male,11,12,33,0,41284.76292130038
GIG894,8576.858688239487,131,5.0,0.012500202079517624,Urban,Freelancer,25,Female,8,10,25,0,91263.23481231084
GIG895,5304.0,102,4.78,0.20656299914133888,Urban,Ride-sharing,24,Male,11,9,30,0,39894.2163618982
GIG896,7847.0,133,4.73,0.09758299957876522,Semi-Urban,Ride-sharing,29,Female,11,9,36,0,59197.84074377105
