id,earnings_weekly,trip_count_monthly,avg_rating_last_90_days,job_type,gender,age,cancellation_rate,zone,rent_paid_last_12_months,utility_paid_last_12,app_logins_last_30_days,complaints_last_6_months,outstanding_loans
efb8ceb9-c392-4d6e-b296-65a6135567ce,1707.01,100,2.423,Delivery Bike,Female,31,0.131,Rural South,1,12,54,10,821
a328d9dd-398c-4113-ac43-da5597ff2e94,1715.24,42,4.24,"",Male,36,0.1,Urban North,8,8,19,9,808
71c0517e-443b-4b22-95d5-1f32a6c3c87b,1365.02,79,3.203,Package Delivery Driver,Male,40,0.025,Urban East,1,7,37,2,447
3c7b0cf0-8d5a-445d-abc8-a95841147e41,616.91,91,3.873,Taxi Driver,Male,33,0.157,Rural South,7,10,17,10,369
67f68fc9-4fb5-4732-900f-44886892295e,695.8,87,2.046,Graphic Designer,Female,32,0.12,Urban North,4,0,20,3,787
6ace3830-b641-4a8a-84f8-8ef029f8ff15,1991.63,106,3.509,Taxi Driver,Male,26,0.079,Rural South,12,9,10,6,575
245b95ee-0e20-4583-a742-12da7d420f28,682.68,118,3.531,Food Delivery,Male,27,0.04,Urban West,7,4,26,5,133
defa0034-e888-4582-a199-255c55ed142a,1055.59,24,4.123,Food Delivery,Male,44,0.021,Rural West,6,4,9,9,647
c200bac5-3302-49d4-82e9-46af3afe13b6,1909.61,108,2.896,Package Delivery Driver,Male,47,0.072,Urban East,6,12,9,5,792
bccf91d9-1d56-4638-82b4-25ec5583bf35,813.07,96,4.93,Delivery Car,Bigender,41,0.175,Urban South,7,3,15,8,564
53e128c3-15c1-4f9b-8052-493e32bb34b4,1856.92,99,3.539,"",Male,39,0.194,Rural South,7,0,42,1,414
e78fe470-df97-455c-9cbb-d46df8b19388,632.26,140,2.634,"",Male,35,0.058,Urban West,9,9,28,10,174
d188ee5d-d698-4d6e-9b43-516247095c24,743.91,71,2.474,"",Male,35,0.157,Rural West,6,1,52,8,326
7e2a70c5-e70a-4e2f-aba4-dd555f818790,556.68,107,3.17,Delivery Bike,Female,20,0.012,Rural West,4,11,31,5,827
2a59ef8c-571e-418c-91ea-1aa94ab8b0c3,915.62,148,2.228,Food Delivery,Female,27,0.111,Rural South,8,3,54,5,346
5e8d44b5-8316-43ac-8531-c07eeb41532d,1013.44,46,3.338,"",Male,32,0.182,Rural West,5,6,54,3,982
603c0fe3-2644-40bc-bdbe-dccd9dd6608a,1622.0,28,4.063,Delivery Bike,Male,27,0.039,Rural West,5,0,33,4,50
801fa2ce-e547-41c2-9678-c73a6bbe6911,1335.12,61,2.092,Food Delivery,Female,40,0.045,Rural West,1,1,36,7,375
c7eda583-0078-4d30-9896-2a4c9ef17320,1069.79,117,2.466,Delivery Bike,Male,50,0.169,Urban North,11,3,5,6,510
82d02e59-12ae-4c9c-be42-0cb1194a6b25,1203.28,134,3.759,Ride-Hail,Male,21,0.1,Rural South,12,1,45,0,714
12c53e4b-f336-4d8e-9112-e91b5a13390c,1399.15,140,2.309,Ride-Hail,Female,21,0.167,Urban North,1,6,34,2,600
fdc3a352-c2c7-49ca-b354-fb1ee9508466,1814.26,59,4.113,Graphic Designer,Female,33,0.197,Urban East,1,6,12,0,432
43b6776d-dce7-4277-98dd-d2c733b66ad4,642.04,121,4.76,Graphic Designer,Male,25,0.164,Rural West,4,9,41,6,725
5b3fbf51-ab58-4e03-bfa4-99a5758879f7,1290.1,58,4.698,Delivery Bike,Male,39,0.03,Rural South,5,2,59,8,724
d28e249c-ed3a-4655-8030-bc835c5dbf81,1643.87,43,2.985,Delivery Bike,Male,32,0.09,Urban South,4,11,19,7,949
3516d690-9865-4b77-aff1-f2d5feeb0bca,636.22,40,3.075,Delivery Bike,Male,37,0.049,Rural North,7,1,1,4,832
a47bd7cf-53fe-4906-af0c-e895f6d4b0e2,1595.77,37,3.874,Taxi Driver,Female,22,0.165,Urban East,11,1,31,2,230
49fa6dec-b135-4a32-9e44-88c6628c4d15,1444.78,150,4.376,Graphic Designer,Female,39,0.165,Urban West,2,9,53,2,6
0574413f-2046-4d70-a9b5-a0a33f8b6191,1109.29,142,4.991,Package Delivery Driver,Genderfluid,28,0.074,Rural North,7,2,18,3,81
f1dafa3f-aba6-4f31-9f4e-48ba698d1651,799.61,101,4.315,Delivery Bike,Female,33,0.022,Rural East,2,4,33,3,591
539ef6aa-6975-4ba9-a4b4-7af9f10990fb,1793.74,114,2.571,Taxi Driver,Female,38,0.013,Rural South,4,11,11,10,862
9986ab9a-5453-4683-b125-d30a042817b1,1601.11,38,2.465,Package Delivery Driver,Male,31,0.062,Rural South,6,0,12,0,716
03bdaa3a-0367-45f4-a12a-d294c25acc2d,1769.3,78,4.523,Food Delivery,Agender,21,0.149,Rural North,1,12,34,3,716
a783e789-cd12-4159-a3c0-a6659d12d37e,1294.3,19,3.463,Delivery Car,Male,20,0.168,Urban West,7,4,36,7,397
9a411625-b3a2-402c-a7d4-b895d87f819f,1555.13,129,2.865,Ride-Hail,Male,43,0.005,Rural North,7,10,12,10,108
c67e69c9-d024-485d-9439-756adfdb79fb,533.13,58,2.847,Ride-Hail,Female,46,0.089,Urban West,6,12,7,2,523
5855ac44-97c2-40b1-afbf-939993c2dbc5,1907.12,52,4.976,Graphic Designer,Male,46,0.06,Urban West,10,6,47,8,725
f73a6fc3-4145-4c68-a828-80e343d9b571,1564.32,36,2.395,Graphic Designer,Male,43,0.146,Urban North,6,9,15,7,868
8115347a-94a3-4baf-932f-003d9dae80bf,1415.66,74,3.206,Graphic Designer,Female,46,0.039,Rural South,2,6,40,5,629
4ad0ead9-33dc-48ae-b03c-a934d5ba55a9,1686.78,91,3.954,Taxi Driver,Male,36,0.155,Rural North,1,7,52,0,786
48388954-ef64-452b-9f7b-a8238d77bc85,681.76,26,2.467,Ride-Hail,Male,34,0.131,Urban South,10,5,11,10,265
f18d5da5-491a-4980-a9ff-954eabb27034,1233.89,24,4.375,Delivery Car,Female,39,0.125,Rural North,6,1,41,10,57
4351b760-f447-4f42-ac28-6f942e8edb9a,924.85,143,2.581,Delivery Bike,Male,46,0.055,Urban East,9,2,5,8,140
5281ce9b-d8c5-41f3-8d1c-dbbb0ecee5e5,587.36,57,2.945,Delivery Bike,Male,38,0.171,Rural West,4,11,22,7,1000
b5d4fed2-1a30-4020-b3b7-8fa54805fd35,743.87,102,2.457,Delivery Car,Male,32,0.095,Urban South,4,2,0,7,858
f1f46294-c298-4acb-b6c2-edcc133acfae,862.4,71,2.885,Taxi Driver,Female,38,0.077,Urban South,7,7,27,10,147
edd20842-ed5a-4ffb-8474-7bed7d5364d2,1948.24,41,4.075,Delivery Bike,Polygender,50,0.067,Urban East,12,5,13,10,814
06b2aa06-3a65-43d9-adfa-cb6ed4392211,1346.78,35,3.195,Taxi Driver,Polygender,43,0.175,Rural West,8,0,37,3,735
43f927b8-d98f-4a21-9d1d-dc243d191334,1478.54,22,4.099,Delivery Car,Female,32,0.157,Urban North,3,6,53,4,6
8fd9de60-a488-4037-9382-b734ec42b29a,1711.6,114,2.339,Delivery Car,Female,22,0.049,Urban South,4,3,48,0,946
dd37b104-d832-4600-ab81-58d53bc3534a,1313.81,91,2.695,Graphic Designer,Female,42,0.069,Rural North,10,9,40,4,852
787fd83b-3017-46e9-8153-4c29773c9dd7,1895.04,141,2.945,Package Delivery Driver,Female,23,0.17,Rural East,9,3,30,10,401
ced54382-9f7e-4cee-b346-9053ca5d8f32,633.27,92,2.404,Taxi Driver,Female,23,0.002,Rural East,0,8,31,5,686
7da58cd6-933f-4c45-b545-07af9caea6f2,590.12,132,2.748,Delivery Bike,Female,34,0.015,Urban East,6,8,52,10,106
7cc9a807-44de-4d58-94f6-1a34632ea1e5,1144.22,75,3.689,Delivery Bike,Female,22,0.097,Rural South,9,7,45,5,469
755883e9-6908-4311-8035-1a7bff5f2c8f,1406.29,114,3.431,Package Delivery Driver,Female,21,0.011,Rural South,11,3,16,9,24
e0072da1-0b47-4d0d-9723-49566f42e2f3,1609.0,72,3.345,"",Female,32,0.186,Urban North,2,2,53,10,992
9e1a04e5-7e23-4f8b-b813-de8537a95e07,1022.78,89,4.777,Package Delivery Driver,Male,49,0.062,Urban South,0,12,52,2,568
f3ca8bbe-2f0e-4908-8fb8-31f34376f9b2,1266.14,85,3.837,Taxi Driver,Female,39,0.147,Rural South,10,3,18,0,534
d10e37cb-deb9-490b-8f56-56e500b45def,831.6,23,2.444,Delivery Car,Male,48,0.06,Urban South,5,12,53,8,271
4af19e06-3504-4fa4-b386-dd4b224bda81,516.21,71,2.15,"",Female,34,0.165,Rural West,1,8,57,9,696
2e6f5800-9f50-420f-9eb2-f7ed6eb1b7ba,1327.81,22,2.457,Delivery Bike,Female,32,0.139,Rural South,2,4,42,5,486
063345a8-5581-47f1-b91d-96c9489abf26,1807.54,40,4.321,Food Delivery,Female,31,0.101,Urban East,12,5,52,0,903
e224a25c-c5f5-43ea-8418-93d24ca68862,1726.79,119,2.368,Taxi Driver,Male,33,0.09,Urban South,10,0,34,5,810
cb553ae3-1c35-41d2-9df9-2bace1ae1743,709.22,124,3.939,Delivery Bike,Female,22,0.139,Urban West,12,1,34,10,479
5a88467d-fbd7-49d6-bc50-4751b4ce9e87,643.83,21,4.108,Food Delivery,Male,21,0.071,Rural North,3,1,45,4,856
e121550d-b15f-4639-944e-33286ebfba6f,1475.46,109,2.844,Delivery Car,Male,27,0.103,Urban South,2,11,24,2,596
622cb180-3e90-439e-93e0-3ceb7618138c,1337.98,91,2.061,"",Polygender,32,0.179,Rural North,9,6,46,1,368
0cb96646-2e4c-4b70-a548-d65f4ab73584,1594.0,143,4.325,Graphic Designer,Male,42,0.172,Rural East,11,6,32,9,269
766a8bd5-09f8-40ab-b7a9-35f108af173a,829.15,55,2.397,Food Delivery,Male,25,0.156,Urban South,2,11,7,9,501
ac637842-e25e-49a3-b0a9-2fe927575015,1395.46,77,3.686,Ride-Hail,Female,25,0.06,Urban East,1,1,16,4,432
fda8c5bc-344f-48f2-baec-5b72d1596be2,1360.6,81,4.274,Ride-Hail,Male,39,0.094,Rural West,9,1,56,9,622
b72267ac-567d-4bc7-8ab3-ea0d0d661d3f,1076.68,130,4.682,Delivery Bike,Female,22,0.144,Rural North,6,10,10,7,791
ccbf1362-d8cb-4417-8b4d-5d26862785c3,576.66,141,3.001,Delivery Car,Female,37,0.085,Rural East,2,0,53,8,945
69405150-b5d3-4c3f-b2e7-ead36594c365,724.44,64,4.778,Delivery Car,Male,36,0.196,Urban East,9,11,55,9,932
b5366cec-96c1-427c-8481-b11d23c29e00,1048.97,149,4.012,Ride-Hail,Female,33,0.069,Urban East,0,11,7,4,353
8849ae0f-21cc-4cb8-be62-67eec9764f5f,948.12,27,3.723,Taxi Driver,Bigender,25,0.057,Urban South,2,9,8,1,951
a439389b-c4ea-4c51-9bf0-0b8fa3aca2e6,717.38,95,4.826,Graphic Designer,Female,48,0.198,Urban South,1,5,51,8,72
e7312b34-c97b-4bf7-87e9-f95b84bd2918,1674.06,125,4.901,Taxi Driver,Female,24,0.1,Rural South,12,9,24,9,53
d98db981-5570-4bc7-8bd7-e156211e14bf,509.24,146,2.631,Package Delivery Driver,Male,44,0.04,Urban North,11,2,53,1,863
b0a7dfd2-e393-4803-a872-f39ec966bc4d,1864.1,63,2.554,Food Delivery,Male,23,0.06,Urban North,10,6,41,0,890
15664861-75fb-44f6-9645-e2f7eed119be,1931.55,70,2.508,"",Genderqueer,37,0.128,Urban North,4,1,19,4,213
08220f84-e73e-427e-90f8-6a933ca0bec1,1815.88,11,2.837,"",Male,50,0.132,Rural West,4,12,51,6,946
5d747724-0db0-450c-a054-b8ed8a46b454,1573.16,54,2.307,Delivery Car,Male,34,0.023,Urban East,1,12,46,3,294
fbf6b1a1-2044-486d-beda-87b548cec5d1,1011.9,13,3.881,Delivery Car,Female,48,0.065,Rural South,8,9,29,10,222
76983613-f723-4139-827d-2a8a1c9bf8ed,1264.12,79,4.796,Taxi Driver,Female,42,0.074,Rural North,9,8,24,10,835
d96487f7-7399-492e-bbd8-d9de6d62b95b,1917.8,54,2.271,Delivery Bike,Polygender,33,0.029,Urban East,9,9,31,4,282
f49b4caf-ee77-42f5-be27-77a400268b3a,1645.42,61,4.722,Delivery Car,Female,23,0.122,Rural South,12,4,23,4,156
4be12833-9e4d-409c-9f4f-88ba1e520a08,669.36,22,4.872,Delivery Car,Female,26,0.002,Rural West,0,7,15,1,394
b68393fb-7aa4-4cfa-a1a1-cf2670e3ca72,1840.27,55,4.354,Graphic Designer,Female,37,0.197,Urban South,2,10,59,7,129
1914c376-e059-4fae-97fa-8139e4ed6e62,830.14,126,4.995,Graphic Designer,Male,25,0.178,Rural North,9,4,40,2,281
248cba92-3a30-4f31-9244-de7b9677d875,878.28,27,4.826,Package Delivery Driver,Male,25,0.093,Urban South,11,8,47,3,711
b4c1f29b-a79f-4a54-94ab-381e2fc47e4a,792.97,114,2.347,"",Female,45,0.006,Rural South,10,7,25,10,633
d31f1f17-a75e-460d-a28e-2566ca203cde,1917.36,77,4.949,Delivery Car,Male,38,0.124,Urban East,11,4,15,10,977
e33206be-c988-4c10-b242-465426462649,1447.34,29,2.453,Food Delivery,Male,40,0.015,Rural South,7,6,16,4,514
a8809d19-7961-40c5-9f8c-7b5d6bca9912,1315.77,54,4.627,Food Delivery,Male,40,0.172,Rural North,3,0,51,7,27
a3da1ac4-5afb-4de7-8514-fcaceaa654e3,626.18,123,4.939,Package Delivery Driver,Male,42,0.078,Rural West,10,5,40,1,491
dc132ab5-2517-47da-b0a7-dd1360f396ca,1053.51,82,3.295,Ride-Hail,Female,20,0.123,Urban West,7,7,1,2,113
459850bc-8432-4bc8-b6fd-77b010c5fdbd,1220.14,51,4.893,Food Delivery,Genderfluid,37,0.065,Rural South,12,2,34,5,678
1d7efea8-7523-41da-b498-2925bf48c423,1865.03,89,2.454,Delivery Car,Male,50,0.033,Rural East,12,4,19,4,84
651408e7-6e7a-491a-8b50-ffcdd65bfb72,786.58,89,3.339,Package Delivery Driver,Male,24,0.175,Rural South,4,1,12,1,572
96c68e43-1cf8-4ccc-a51e-1cfeee48ebb4,879.05,43,4.466,Delivery Car,Female,23,0.097,Urban North,1,0,34,1,342
ef52059b-51e0-4f5a-a099-ad6476b2f939,1957.77,90,4.942,Package Delivery Driver,Male,21,0.103,Urban North,1,4,37,3,906
927c6f3b-b127-4e20-b057-777626272a61,1690.36,52,2.037,Delivery Car,Male,35,0.076,Rural East,6,8,19,5,482
9ddf2150-6231-458c-9b2e-b99df8d20645,727.75,69,3.022,Delivery Car,Male,29,0.146,Rural West,3,10,5,5,492
c7fd172b-2a3f-497d-a238-934cb32ad163,1864.49,131,3.974,Taxi Driver,Male,22,0.134,Rural North,1,11,32,6,11
40eaf26d-166c-44ad-b783-d760e533e3bf,698.95,137,2.357,Graphic Designer,Female,32,0.108,Rural East,7,6,6,3,144
74a6bfd5-d013-4c99-849d-32ad2552d66a,987.84,57,4.143,Food Delivery,Female,43,0.118,Rural North,12,10,43,7,420
40d24e96-f024-4806-aeb6-c14787c8b35c,1173.37,28,4.519,Ride-Hail,Female,28,0.08,Rural East,10,8,33,8,339
554f9846-0d91-4645-bc37-16eba5ed722f,1667.71,27,2.905,Taxi Driver,Male,35,0.198,Rural South,6,6,28,6,410
abaedecf-981d-4cd1-8f68-838ca1e52ef6,799.89,40,2.179,"",Male,22,0.015,Urban East,0,0,9,0,799
55b003df-696e-4f78-9291-72cf45076f6d,919.88,62,4.244,Ride-Hail,Male,20,0.174,Rural South,9,7,0,6,589
7afe9ee7-c70f-4f7d-817c-e69c7f700643,1986.43,72,4.442,Package Delivery Driver,Male,45,0.1,Urban North,0,3,50,2,19
b21ef31b-8035-4574-9fd1-a7007b14d943,540.7,96,3.074,Delivery Bike,Male,49,0.11,Urban West,0,0,40,1,891
9cf6793a-04a3-467e-8a78-8721f849ef86,1478.29,80,3.568,Delivery Car,Female,20,0.022,Urban North,7,2,33,5,670
208b2859-159f-490a-b281-cc9271d1ab20,1728.87,144,4.001,"",Female,43,0.15,Rural North,11,9,35,5,856
14f3eb3a-6be1-470f-91cd-48094b115c8a,1191.62,14,3.066,Delivery Bike,Female,29,0.086,Urban East,5,8,50,4,966
7872661f-9267-497d-b927-b11e1ec5b29c,1891.76,12,2.893,Delivery Car,Male,50,0.074,Rural East,7,2,48,10,9
0b416840-b56c-4994-86aa-b5f136c4f20d,1178.83,134,4.618,Ride-Hail,Male,37,0.128,Urban South,11,9,14,4,856
cdb2c042-4539-4a5b-9677-cb99bff5e0fe,731.8,114,4.658,Delivery Bike,Male,25,0.187,Rural South,3,8,17,1,937
493adff1-442d-4a21-ba35-bfd978d2d446,728.51,80,4.112,Package Delivery Driver,Male,43,0.172,Rural West,1,1,34,0,532
b5357d4e-2756-4989-9d46-11a56d8e9c92,1056.77,46,4.749,Delivery Car,Male,28,0.044,Rural West,4,2,45,3,932
e6cf7b69-1339-4e70-ac3a-553720ce0c35,1085.51,47,2.473,Ride-Hail,Polygender,26,0.146,Urban East,6,4,31,3,79
4b5b9fbb-18e7-4679-b323-b4ad89894685,1889.7,98,3.794,Ride-Hail,Male,23,0.195,Urban West,8,3,59,8,937
b1e044a3-5275-41ab-a2e8-f5403d75d61b,1612.95,26,4.19,Food Delivery,Female,43,0.148,Rural South,0,3,14,0,748
d87ad3f2-92a5-4576-81fb-f37a00096a1f,1702.24,95,3.152,Food Delivery,Male,44,0.038,Rural West,3,3,13,5,496
dcd28d70-e95c-48ec-8188-27780ff4f8a2,1525.66,28,3.871,"",Male,32,0.035,Urban South,5,0,16,1,968
5384d2f9-bfe8-473e-9c07-8793c09337ae,1026.06,56,4.774,"",Female,23,0.021,Rural North,7,8,51,9,156
48c4476b-2738-4af4-ae5e-ed55bc6feb24,1967.57,146,4.381,"",Male,33,0.109,Urban East,10,4,44,8,144
eb78d038-5a7d-4bbd-a7e5-8dce857fb43f,1758.49,143,2.447,Delivery Car,Female,46,0.192,Urban South,8,2,9,9,727
773d9d0e-3842-4cc9-b618-4ade78bed526,1566.53,146,3.458,"",Female,47,0.2,Rural West,2,4,54,5,584
63158318-19d2-4bf0-84d5-6964fef5d7e3,935.07,45,4.034,"",Female,25,0.024,Urban East,10,8,32,9,729
f85556a7-a0c7-4d25-9e60-165eca4ef1ab,857.23,38,4.771,Food Delivery,Male,46,0.024,Urban North,12,8,30,8,919
7f4b442c-fb1a-4d25-b1ff-9e90bde00bd6,870.09,77,3.69,Delivery Car,Female,34,0.172,Urban West,10,1,44,3,641
a5cab23f-fa9f-4499-a786-fe491ebad5f3,1207.35,69,4.255,Ride-Hail,Male,22,0.157,Rural East,5,11,48,6,423
49842409-8b73-4f73-88f1-b6e3d8f04180,642.95,29,4.268,Food Delivery,Female,45,0.043,Rural East,12,8,56,9,558
aa026133-7cdc-468d-a716-b05bc3b805e4,634.44,30,4.218,Taxi Driver,Female,50,0.196,Urban West,3,8,26,4,822
ddb9880a-8c22-43a4-84db-a324f486cd26,1442.09,78,4.665,Delivery Bike,Female,27,0.133,Urban West,12,11,15,5,875
cf5bf0ec-4841-4658-9b63-69521fea7460,1072.34,101,3.678,Taxi Driver,Female,36,0.199,Rural East,7,4,26,9,468
af2156f8-2218-4ef2-9a1c-a802ead97542,783.23,57,3.583,Ride-Hail,Male,22,0.131,Rural West,6,4,36,6,562
8fe5937d-9171-4943-937e-8bae4b3f6dcf,1571.93,87,4.299,Ride-Hail,Bigender,38,0.177,Rural East,10,4,43,2,996
1fb6e1ea-6ef5-4e04-a00d-dd1a4e0da1bc,682.78,23,4.538,Food Delivery,Female,29,0.131,Urban West,0,8,3,9,370
d942c2bb-930b-4405-af74-4e8ef2f49bda,553.06,14,3.234,Delivery Bike,Agender,38,0.072,Urban South,3,10,38,4,236
73df06a2-e965-4d2b-96aa-d65bf1840f25,812.46,117,3.656,"",Male,37,0.022,Rural West,3,6,12,6,426
2ecadcb8-9e02-407a-b227-645d68fa7498,1784.06,59,4.86,Delivery Car,Male,43,0.162,Urban East,2,0,2,2,375
894f07c5-9069-45cf-8687-3316d60bd248,643.96,130,3.155,Food Delivery,Female,47,0.158,Urban East,2,9,54,8,857
402c05ff-370e-4a8c-af76-1850677df203,1319.8,146,4.811,Taxi Driver,Male,20,0.066,Rural North,5,4,31,4,753
8bc8a07a-7fb5-4596-a196-53a8c31474a3,1444.83,132,2.728,Graphic Designer,Bigender,43,0.148,Rural East,1,8,18,2,699
b5b0813b-b190-4883-89fb-30b6f18764b3,871.33,41,2.015,Delivery Bike,Female,20,0.089,Rural South,6,3,11,4,468
7d259363-27de-4dd2-8f77-dda84a660b76,1537.76,33,4.533,"",Genderfluid,41,0.133,Urban North,11,5,59,7,691
3cc3f327-e4ee-47ad-a083-1160a2b73a94,1405.25,18,3.159,"",Male,27,0.01,Rural South,7,0,8,4,434
64bcba72-f8a3-48d7-8d52-3cd4d49b87d0,1057.73,46,2.127,Taxi Driver,Male,41,0.076,Urban North,7,6,38,3,89
015f529f-9e07-4167-af7e-d21e1795dc14,1936.14,77,3.198,Package Delivery Driver,Male,39,0.069,Rural West,9,9,41,2,199
ed3ea023-e3ba-4528-9073-492c7ac1f62b,1200.76,128,3.029,"",Male,22,0.157,Rural North,10,8,0,4,167
ccecf39d-41e2-4cab-97be-27e63797ba97,968.7,144,3.62,Delivery Bike,Male,41,0.171,Urban West,5,2,4,1,907
b08cccf4-be0d-4e88-819c-c27a28230ab2,1756.99,63,3.222,Graphic Designer,Agender,26,0.059,Urban East,1,9,24,2,21
61cbe299-4b65-4a3c-9773-04db5ec0bbca,1381.27,57,3.938,Delivery Car,Male,21,0.144,Urban North,8,6,52,5,452
1e0cecfe-ba9b-4302-8660-49b5b3e3c49f,900.55,87,4.127,"",Female,49,0.083,Urban East,5,0,55,9,321
0a49d94a-407f-4a2d-80a5-30ed363f566e,1091.2,61,2.074,Ride-Hail,Male,37,0.115,Urban North,4,9,21,7,118
21dddeac-1f8c-4535-b922-fa4c9b22f7e4,1850.51,102,2.649,Delivery Bike,Female,25,0.028,Rural North,10,11,20,7,388
8ef80dfb-618e-4213-9602-89cbdd275833,1645.77,23,2.837,Graphic Designer,Female,41,0.013,Rural East,10,8,38,4,682
3d7e8fd6-c56b-4a41-81e2-68aae3cf5c0e,1057.53,51,3.075,Delivery Bike,Female,31,0.146,Urban South,4,4,0,3,73
a8a3b750-d6bb-4822-a27b-0ffcfa051ae6,1174.83,100,4.819,"",Male,29,0.076,Rural South,0,8,11,2,669
320a914a-6d9b-403e-a394-5fcfbaad2bb9,925.31,149,2.309,"",Female,49,0.055,Rural South,8,4,20,2,864
b2643d9f-026e-4b96-a523-1c1b94ad8dfb,1971.56,19,2.392,Delivery Bike,Female,42,0.063,Urban North,9,12,11,0,460
dc417332-e463-4ffd-bc81-0ffa0f07dc3f,503.74,92,4.8,Food Delivery,Female,42,0.151,Rural West,0,8,59,6,342
25bd2047-4fba-4e27-879f-2fc60ca37818,1481.72,147,2.603,Package Delivery Driver,Female,38,0.136,Rural West,2,2,41,9,756
9b910d22-131b-4829-a682-5afa4d792d56,1534.1,100,3.647,Ride-Hail,Female,39,0.077,Urban East,5,7,2,6,960
996f8242-498b-403d-bdae-8450806fa290,621.92,133,4.357,Ride-Hail,Female,34,0.173,Urban South,10,8,48,8,477
c8721a21-1222-422c-aa7a-2a849da17da1,774.8,137,3.359,Package Delivery Driver,Male,26,0.151,Rural North,3,1,5,1,646
67294265-fc6b-44d1-96a0-9ca0c46069d3,1696.87,63,3.155,Package Delivery Driver,Male,32,0.066,Rural South,1,7,4,4,887
03133ed5-66ce-44d5-8d4e-e781179756a6,1449.94,65,4.874,"",Male,37,0.131,Urban West,12,3,24,6,675
3106fcff-13f8-40a1-823c-cf885a53382f,1020.92,51,2.37,Graphic Designer,Male,34,0.17,Rural North,8,9,19,7,26
2835533c-df82-4a49-8324-4658fc620a6a,1661.44,126,3.286,Food Delivery,Male,50,0.014,Urban West,1,0,31,2,602
588ac780-b81f-4d03-b18a-a9e304758c8f,836.0,110,2.016,Food Delivery,Female,22,0.066,Rural South,9,0,18,2,925
3b5f319a-065f-4c5c-9c90-6b0e492fa142,1821.79,42,4.973,Graphic Designer,Female,48,0.172,Urban North,12,1,39,2,565
8d827b15-09c9-4c77-84d7-1d24f72308a2,848.37,140,2.171,Taxi Driver,Female,27,0.144,Rural East,4,6,4,3,412
efb71dd1-50da-42ec-ab4a-42a7954394f9,1787.0,28,2.605,"",Male,29,0.075,Urban North,12,10,50,1,492
7da0e5db-11b2-4b5e-af60-9e216107db0f,1088.65,90,2.366,"",Female,28,0.184,Urban East,7,11,6,2,217
dab17435-b8b3-4d75-9d12-36f0a40a7272,548.45,22,2.431,Delivery Car,Female,39,0.099,Rural South,7,11,34,9,23
648f150c-5572-4270-abc5-51e43c903ad3,1826.54,64,4.175,Ride-Hail,Male,25,0.003,Rural North,12,1,6,2,870
fc6f5c16-c38b-423b-81c8-29ee3808d2bd,882.97,31,4.69,"",Male,34,0.045,Urban East,0,8,16,1,395
774c4083-322c-49fc-a6fd-bae352cab8f2,1824.83,44,4.791,Package Delivery Driver,Male,39,0.191,Urban East,11,1,27,5,166
4fa6471b-d59d-499f-bed6-0e5f5095c470,1737.92,62,2.514,Graphic Designer,Male,36,0.186,Rural South,0,6,56,8,535
d5a76d26-91f9-41bc-a012-9f3bf8aec1b7,606.65,59,4.333,Delivery Bike,Female,44,0.035,Rural North,2,9,27,7,820
b21f3bd3-4068-48bd-b960-dd6da852eacd,1977.41,114,4.103,Graphic Designer,Male,46,0.1,Urban North,9,8,59,6,774
81fa51d4-22aa-4f69-bc90-a8ee5f677a1f,1693.23,26,2.983,Delivery Bike,Female,30,0.066,Urban West,5,9,11,5,727
96277e83-55da-46be-9793-1cd7a93bfb22,716.01,104,3.92,Graphic Designer,Female,27,0.102,Rural North,1,8,33,6,749
5546f86a-529e-46aa-9994-8dfdea643a98,885.78,118,2.207,Taxi Driver,Male,37,0.199,Rural North,0,3,39,2,710
8d1f3b78-85a8-4ed8-9e5d-3696346f6577,1319.9,26,3.58,Taxi Driver,Female,48,0.134,Urban South,8,8,27,1,157
10921903-e6d7-407c-a2de-3467d26c6267,1950.0,113,3.251,Delivery Car,Male,31,0.124,Rural West,7,6,14,6,373
ec847bbd-b2a9-4e21-8430-25258cf1c3e4,630.87,45,2.904,"",Female,31,0.09,Rural West,4,10,4,6,122
84e1e77b-bf32-4b94-a8fe-83455efe0e50,1459.03,92,4.117,Delivery Car,Male,46,0.014,Urban North,10,9,13,4,644
0c39e84a-1359-4965-abe6-70308dd0f1ba,1488.7,95,4.583,Taxi Driver,Male,43,0.044,Rural South,7,11,36,1,72
e22def17-9e0a-4372-8425-069b5792f853,1065.62,88,4.76,Package Delivery Driver,Male,39,0.146,Urban North,4,10,11,9,180
7de4bb5c-70d7-44ed-b6f8-6518370675b6,1312.06,36,3.56,Delivery Bike,Female,41,0.106,Urban North,9,5,35,5,701
b829912b-396a-4a02-9c9b-eb5dfd933145,1873.06,136,3.42,Taxi Driver,Female,28,0.017,Rural East,2,0,59,8,809
0864f412-b2d8-4533-8e4b-7e7f1815d6c4,946.26,15,4.334,Delivery Car,Male,27,0.193,Rural East,5,9,58,6,235
0696391b-3cab-4732-ac56-110f0be37d00,800.49,76,2.884,Delivery Bike,Genderqueer,47,0.034,Urban South,11,7,52,4,21
bafa2a41-5027-4b56-9895-a59dc782fe35,1235.79,128,4.979,"",Male,45,0.163,Rural East,12,12,42,0,709
71b5655a-8a26-4e32-8411-603c9195846b,657.42,69,2.893,"",Female,47,0.106,Urban South,12,0,56,10,403
2a032364-6420-45fb-8c6b-92783328fb5d,594.3,86,4.247,Delivery Bike,Male,49,0.137,Rural North,12,5,13,4,775
